PRECINCTID,COUNTYFIPS,MCDFIPS,WARD,PRECINCT,DISTRICTNO,intersection
WP-089-25700-00002,089,25700,00,002,37,1.0
WP-089-25700-00001,089,25700,00,001,37,1.0
WP-103-15660-00001,103,15660,00,001,38,1.0
WP-103-15660-00002,103,15660,00,002,38,1.0
WP-081-00240-00002,081,00240,00,002,30,1.0
WP-081-00240-00004,081,00240,00,004,30,1.0
WP-081-00240-00007,081,00240,00,007,30,1.0
WP-081-00240-00005,081,00240,00,005,30,1.0
WP-081-00240-00008,081,00240,00,008,30,1.0
WP-081-00240-00003,081,00240,00,003,30,1.0
WP-081-00240-00006,081,00240,00,006,30,1.0
WP-081-00240-00001,081,00240,00,001,30,1.0
WP-147-68380-00001,147,68380,00,001,25,1.0
WP-099-68380-00002,099,68380,00,002,25,1.0
WP-041-26360-00001,041,26360,00,001,38,1.0
WP-041-26360-00002,041,26360,00,002,38,1.0
WP-041-26360-00003,041,26360,00,003,38,1.0
WP-041-26360-00004,041,26360,00,004,38,1.0
WP-145-70520-00001,145,70520,00,001,35,1.0
WP-145-70520-00002,145,70520,00,002,35,1.0
WP-145-70520-00003,145,70520,00,003,35,1.0
WP-145-70520-00004,145,70520,00,004,35,1.0
WP-145-70520-00005,145,70520,00,005,35,1.0
WP-145-70520-00006,145,70520,00,006,35,1.0
WP-145-70520-00007,145,70520,00,007,35,1.0
WP-145-70520-00008,145,70520,00,008,35,1.0
WP-145-70520-00009,145,70520,00,009,35,1.0
WP-145-70520-00010,145,70520,00,010,26,0.24447047065016064
WP-145-70520-00010,145,70520,00,010,35,0.7555295293498474
WP-145-70520-00011,145,70520,00,011,35,1.0
WP-145-70520-00012,145,70520,00,012,35,1.0
WP-145-70520-00013,145,70520,00,013,35,1.0
WP-145-70520-00015,145,70520,00,015,35,1.0
WP-145-70520-00017,145,70520,00,017,35,1.0
WP-145-70520-00020,145,70520,00,020,35,1.0
WP-145-68340-00001,145,68340,00,001,26,1.0
WP-145-68340-00002,145,68340,00,002,26,1.0
WP-125-37420-00002,125,37420,00,002,3,1.0
WP-125-37420-00004,125,37420,00,004,3,1.0
WP-125-37420-00005,125,37420,00,005,3,1.0
WP-125-37420-00003,125,37420,00,003,3,1.0
WP-125-37420-00001,125,37420,00,001,3,1.0
WP-005-37460-00001,005,37460,00,001,20,1.0
WP-005-81580-00001,005,81580,00,001,20,1.0
WP-005-84880-00001,005,84880,00,001,18,1.0
WP-009-15380-00001,009,15380,00,001,37,1.0
WP-001-01040-00001,001,01040,00,001,36,1.0
WP-001-34820-00001,001,34820,00,001,36,1.0
WP-001-54740-00001,001,54740,00,001,36,1.0
WP-003-52360-00001,003,52360,00,001,38,1.0
WP-001-12460-00001,001,12460,00,001,36,1.0
WP-001-19320-00001,001,19320,00,001,36,1.0
WP-001-35740-00001,001,35740,00,001,36,1.0
WP-011-60660-01001,011,60660,01,001,36,1.0
WP-011-80840-00001,011,80840,00,001,36,1.0
WP-015-03860-00001,015,03860,00,001,18,1.0
WP-015-13960-00001,015,13960,00,001,18,1.0
WP-003-11960-00001,003,11960,00,001,38,1.0
WP-005-61620-00001,005,61620,00,001,18,1.0
WP-005-71700-00001,005,71700,00,001,20,1.0
WP-005-80620-00001,005,80620,00,001,18,1.0
WP-007-49360-00001,007,49360,00,001,36,1.0
WP-005-13700-00001,005,13700,00,001,20,1.0
WP-005-15200-00001,005,15200,00,001,20,1.0
WP-003-33380-00001,003,33380,00,001,38,1.0
WP-003-60820-00001,003,60820,00,001,38,1.0
WP-005-28120-00001,005,28120,00,001,31,1.0
WP-003-04460-00001,003,04460,00,001,38,1.0
WP-003-47540-00001,003,47540,00,001,38,1.0
WP-005-16720-00001,005,16720,00,001,20,1.0
WP-007-85180-00001,007,85180,00,001,36,1.0
WP-001-54060-00001,001,54060,00,001,36,1.0
WP-005-27740-00001,005,27740,00,001,20,1.0
WP-007-71240-00001,007,71240,00,001,36,1.0
WP-009-05240-00001,009,05240,00,001,37,1.0
WP-005-84900-00001,005,84900,00,001,18,1.0
WP-007-51220-00001,007,51220,00,001,36,1.0
WP-011-54800-00001,011,54800,00,001,36,1.0
WP-015-37140-00001,015,37140,00,001,18,1.0
WP-017-06540-00001,017,06540,00,001,35,1.0
WP-017-64180-00001,017,64180,00,001,36,1.0
WP-019-19180-00001,019,19180,00,001,32,1.0
WP-019-30260-00001,019,30260,00,001,32,1.0
WP-009-24640-00001,009,24640,00,001,37,1.0
WP-009-83300-00001,009,83300,00,001,37,1.0
WP-011-00280-00001,011,00280,00,001,36,1.0
WP-011-04140-00001,011,04140,00,001,36,1.0
WP-011-52120-00001,011,52120,00,001,36,1.0
WP-007-87680-00001,007,87680,00,001,36,1.0
WP-009-54440-00001,009,54440,00,001,37,1.0
WP-005-46600-00001,005,46600,00,001,20,1.0
WP-007-61520-00001,007,61520,00,001,36,1.0
WP-009-25340-00001,009,25340,00,001,37,1.0
WP-011-04120-00001,011,04120,00,001,36,1.0
WP-011-74020-00001,011,74020,00,001,36,1.0
WP-015-05020-00001,015,05020,00,001,18,1.0
WP-015-88440-00001,015,88440,00,001,18,1.0
WP-017-30180-00001,017,30180,00,001,35,1.0
WP-017-30400-00001,017,30400,00,001,36,1.0
WP-019-40700-00001,019,40700,00,001,32,1.0
WP-021-07920-00001,021,07920,00,001,17,1.0
WP-015-60980-00001,015,60980,00,001,18,1.0
WP-017-55920-00001,017,55920,00,001,34,1.0
WP-021-57230-00001,021,57230,00,001,17,1.0
WP-011-47580-00001,011,47580,00,001,36,1.0
WP-017-64160-00001,017,64160,00,001,36,1.0
WP-019-07600-00001,019,07600,00,001,32,1.0
WP-019-44240-00001,019,44240,00,001,32,1.0
WP-009-41960-00001,009,41960,00,001,37,1.0
WP-011-21120-00001,011,21120,00,001,36,1.0
WP-013-18600-00001,013,18600,00,001,38,1.0
WP-011-87080-00001,011,87080,00,001,36,1.0
WP-013-76000-00001,013,76000,00,001,38,1.0
WP-019-01640-00001,019,01640,00,001,32,1.0
WP-021-05520-00001,021,05520,00,001,17,1.0
WP-021-57220-00001,021,57220,00,001,17,1.0
WP-021-44260-00001,021,44260,00,001,17,1.0
WP-021-85120-00001,021,85120,00,001,17,1.0
WP-023-32120-00001,023,32120,00,001,17,1.0
WP-021-84520-00001,021,84520,00,001,20,1.0
WP-025-24700-00001,025,24700,00,001,17,1.0
WP-025-38940-00001,025,38940,00,001,17,1.0
WP-019-32180-00001,019,32180,00,001,32,1.0
WP-019-39000-00001,019,39000,00,001,32,1.0
WP-021-64480-00001,021,64480,00,001,20,1.0
WP-021-74440-00001,021,74440,00,001,20,1.0
WP-023-10880-00001,023,10880,00,001,17,1.0
WP-015-13340-00001,015,13340,00,001,18,1.0
WP-015-50960-00001,015,50960,00,001,18,1.0
WP-017-32040-00001,017,32040,00,001,34,1.0
WP-019-08840-00001,019,08840,00,001,32,1.0
WP-023-61840-00001,023,61840,00,001,17,1.0
WP-023-81280-00001,023,81280,00,001,17,1.0
WP-025-30500-00001,025,30500,00,001,18,1.0
WP-029-26580-00005,029,26580,00,005,37,1.0
WP-021-11420-00001,021,11420,00,001,17,1.0
WP-021-79740-00001,021,79740,00,001,17,1.0
WP-023-05800-00001,023,05800,00,001,17,1.0
WP-023-12140-00001,023,12140,00,001,17,1.0
WP-025-16020-00001,025,16020,00,001,17,1.0
WP-025-17880-00001,025,17880,00,001,18,1.0
WP-027-12620-00001,027,12620,00,001,17,1.0
WP-027-41600-00001,027,41600,00,001,17,1.0
WP-027-44140-00001,027,44140,00,001,17,1.0
WP-027-73940-00001,027,73940,00,001,17,1.0
WP-023-08060-00001,023,08060,00,001,17,1.0
WP-023-12560-00001,023,12560,00,001,17,1.0
WP-023-17040-00001,023,17040,00,001,17,1.0
WP-019-17120-00001,019,17120,00,001,32,1.0
WP-019-85160-00001,019,85160,00,001,32,1.0
WP-021-04840-00001,021,04840,00,001,20,1.0
WP-029-59340-00011,029,59340,00,011,37,1.0
WP-029-87700-00015,029,87700,00,015,37,1.0
WP-031-11980-00001,031,11980,00,001,37,1.0
WP-031-82940-00001,031,82940,00,001,37,1.0
WP-027-54460-00001,027,54460,00,001,17,1.0
WP-029-09820-00016,029,09820,00,016,37,1.0
WP-029-39700-00008,029,39700,00,008,37,1.0
WP-029-63140-00012,029,63140,00,012,37,1.0
WP-023-43260-00001,023,43260,00,001,17,1.0
WP-025-11820-00001,025,11820,00,001,18,1.0
WP-025-79180-00001,025,79180,00,001,18,1.0
WP-027-82580-00001,027,82580,00,001,17,1.0
WP-023-32280-00001,023,32280,00,001,17,1.0
WP-023-73440-00001,023,73440,00,001,17,1.0
WP-025-46620-00001,025,46620,00,001,17,1.0
WP-025-51520-00001,025,51520,00,001,17,1.0
WP-025-15960-00001,025,15960,00,001,17,1.0
WP-027-57120-00001,027,57120,00,001,17,1.0
WP-027-63380-00001,027,63380,00,001,17,1.0
WP-031-56280-00001,031,56280,00,001,37,1.0
WP-033-19540-00001,033,19540,00,001,37,1.0
WP-033-23080-00001,033,23080,00,001,37,1.0
WP-033-39860-00001,033,39860,00,001,38,1.0
WP-033-80600-00001,033,80600,00,001,37,1.0
WP-033-86700-00001,033,86700,00,001,38,1.0
WP-035-03620-00001,035,03620,00,001,34,1.0
WP-029-06000-00001,029,06000,00,001,37,1.0
WP-029-09860-00002,029,09860,00,002,37,1.0
WP-029-14800-00004,029,14800,00,004,37,1.0
WP-029-37320-00007,029,37320,00,007,37,1.0
WP-029-74680-00014,029,74680,00,014,37,1.0
WP-029-70920-00013,029,70920,00,013,37,1.0
WP-031-01720-00001,031,01720,00,001,37,1.0
WP-031-34200-00001,031,34200,00,001,37,1.0
WP-031-59500-00001,031,59500,00,001,37,1.0
WP-003-69160-00001,003,69160,00,001,38,1.0
WP-005-39200-00001,005,39200,00,001,20,1.0
WP-005-55200-00001,005,55200,00,001,20,1.0
WP-005-61820-00001,005,61820,00,001,20,1.0
WP-001-36880-00001,001,36880,00,001,36,1.0
WP-001-37220-00001,001,37220,00,001,36,1.0
WP-001-37380-00001,001,37380,00,001,36,1.0
WP-001-53880-00001,001,53880,00,001,36,1.0
WP-029-26680-00006,029,26680,00,006,37,1.0
WP-031-80880-00001,031,80880,00,001,37,1.0
WP-033-63980-00001,033,63980,00,001,37,1.0
WP-033-66760-00001,033,66760,00,001,37,1.0
WP-033-77020-00001,033,77020,00,001,37,1.0
WP-035-67600-00001,035,67600,00,001,34,1.0
WP-025-57620-00001,025,57620,00,001,18,1.0
WP-025-72980-00001,025,72980,00,001,17,1.0
WP-027-84920-00001,027,84920,00,001,17,1.0
WP-031-87640-00001,031,87640,00,001,37,1.0
WP-037-07240-00001,037,07240,00,001,28,1.0
WP-041-04900-00001,041,04900,00,001,38,1.0
WP-041-09980-00001,041,09980,00,001,38,1.0
WP-043-59240-00001,043,59240,00,001,38,1.0
WP-035-36800-00001,035,36800,00,001,34,1.0
WP-035-77120-00001,035,77120,00,001,34,1.0
WP-037-86140-00001,037,86140,00,001,28,1.0
WP-041-31400-00001,041,31400,00,001,38,1.0
WP-043-10200-00001,043,10200,00,001,38,1.0
WP-031-29400-00001,031,29400,00,001,37,1.0
WP-031-53100-00001,031,53100,00,001,37,1.0
WP-035-37160-00001,035,37160,00,001,34,1.0
WP-037-23460-00001,037,23460,00,001,28,1.0
WP-033-06070-00001,033,06070,00,001,38,1.0
WP-033-43480-00001,033,43480,00,001,38,1.0
WP-033-74620-00001,033,74620,00,001,37,1.0
WP-037-08400-00001,037,08400,00,001,28,1.0
WP-045-15260-00001,045,15260,00,001,21,1.0
WP-047-51280-00001,047,51280,00,001,37,1.0
WP-047-64960-00001,047,64960,00,001,37,1.0
WP-047-86300-00001,047,86300,00,001,37,1.0
WP-037-68600-00001,037,68600,00,001,28,1.0
WP-039-49520-00001,039,49520,00,001,36,1.0
WP-039-74760-00001,039,74760,00,001,36,1.0
WP-031-06500-00001,031,06500,00,001,37,1.0
WP-031-07420-00001,031,07420,00,001,37,1.0
WP-031-43820-00001,031,43820,00,001,37,1.0
WP-035-30560-00001,035,30560,00,001,34,1.0
WP-043-84700-00001,043,84700,00,001,38,1.0
WP-045-07440-00001,045,07440,00,001,21,1.0
WP-045-66100-00001,045,66100,00,001,21,1.0
WP-037-26400-00001,037,26400,00,001,34,1.0
WP-037-60440-00001,037,60440,00,001,28,1.0
WP-041-26140-00001,041,26140,00,001,38,1.0
WP-041-26960-00001,041,26960,00,001,38,1.0
WP-041-51260-00001,041,51260,00,001,38,1.0
WP-051-06660-00001,051,06660,00,001,34,1.0
WP-051-06680-00001,051,06680,00,001,34,1.0
WP-051-07360-00001,051,07360,00,001,34,1.0
WP-051-08360-00001,051,08360,00,001,34,1.0
WP-041-05420-00001,041,05420,00,001,38,1.0
WP-041-06040-00001,041,06040,00,001,38,1.0
WP-041-29380-00001,041,29380,00,001,38,1.0
WP-047-13500-00001,047,13500,00,001,37,1.0
WP-047-50340-00001,047,50340,00,001,37,1.0
WP-035-35120-00001,035,35120,00,001,34,1.0
WP-045-70020-00001,045,70020,00,001,21,1.0
WP-045-81980-00001,045,81980,00,001,21,1.0
WP-047-30860-00001,047,30860,00,001,37,1.0
WP-037-34840-00001,037,34840,00,001,28,1.0
WP-037-46580-00001,037,46580,00,001,34,1.0
WP-037-82320-00001,037,82320,00,001,28,1.0
WP-039-34640-00001,039,34640,00,001,36,1.0
WP-045-77440-00001,045,77440,00,001,21,1.0
WP-049-16620-00001,049,16620,00,001,26,1.0
WP-051-16360-00001,051,16360,00,001,34,1.0
WP-055-34240-00001,055,34240,00,001,37,1.0
WP-041-52220-00001,041,52220,00,001,38,1.0
WP-043-85520-00001,043,85520,00,001,38,1.0
WP-051-72240-00001,051,72240,00,001,34,1.0
WP-057-03260-00001,057,03260,00,001,34,1.0
WP-057-58880-00001,057,58880,00,001,34,1.0
WP-059-67500-00001,059,67500,00,001,17,1.0
WP-051-79860-00001,051,79860,00,001,34,1.0
WP-055-81320-00001,055,81320,00,001,37,1.0
WP-055-87040-00001,055,87040,00,001,37,1.0
WP-055-52480-00001,055,52480,00,001,37,1.0
WP-057-64360-00001,057,64360,00,001,34,1.0
WP-041-18280-00001,041,18280,00,001,38,1.0
WP-041-56500-00001,041,56500,00,001,38,1.0
WP-045-13380-00001,045,13380,00,001,21,1.0
WP-047-68060-00014,047,68060,00,014,37,1.0
WP-051-09720-00001,051,09720,00,001,34,1.0
WP-051-12180-00001,051,12180,00,001,34,1.0
WP-005-22740-00001,005,22740,00,001,20,1.0
WP-005-50840-00001,005,50840,00,001,20,1.0
WP-005-52000-00001,005,52000,00,001,18,1.0
WP-007-34740-00001,007,34740,00,001,36,1.0
WP-045-10920-00001,045,10920,00,001,21,1.0
WP-045-36200-00001,045,36200,00,001,21,1.0
WP-045-83180-00001,045,83180,00,001,21,1.0
WP-063-23540-00001,063,23540,00,001,25,1.0
WP-063-33080-00001,063,33080,00,001,25,1.0
WP-063-52600-00001,063,52600,00,001,25,1.0
WP-063-71260-00001,063,71260,00,001,25,1.0
WP-051-37300-00001,051,37300,00,001,34,1.0
WP-051-70500-00001,051,70500,00,001,34,1.0
WP-051-73140-00001,051,73140,00,001,34,1.0
WP-057-08020-00001,057,08020,00,001,34,1.0
WP-009-19400-00001,009,19400,00,001,37,1.0
WP-009-29600-00001,009,29600,00,001,37,1.0
WP-047-36560-00001,047,36560,00,001,37,1.0
WP-047-48080-00001,047,48080,00,001,37,1.0
WP-047-67540-00001,047,67540,00,001,37,1.0
WP-057-25880-00001,057,25880,00,001,34,1.0
WP-057-44080-00001,057,44080,00,001,34,1.0
WP-057-86620-00001,057,86620,00,001,34,1.0
WP-059-38480-00001,059,38480,00,001,16,1.0
WP-065-47200-00001,065,47200,00,001,21,1.0
WP-069-73180-00001,069,73180,00,001,36,1.0
WP-069-87180-00001,069,87180,00,001,36,1.0
WP-047-75900-00001,047,75900,00,001,37,1.0
WP-051-11440-00001,051,11440,00,001,34,1.0
WP-051-35620-00001,051,35620,00,001,34,1.0
WP-059-48000-00001,059,48000,00,001,17,1.0
WP-059-64620-00001,059,64620,00,001,16,1.0
WP-061-14920-00001,061,14920,00,001,38,1.0
WP-059-67520-00001,059,67520,00,001,17,1.0
WP-061-36320-00001,061,36320,00,001,38,1.0
WP-061-66680-00001,061,66680,00,001,38,1.0
WP-057-41340-00001,057,41340,00,001,34,1.0
WP-057-58800-00001,057,58800,00,001,34,1.0
WP-059-02020-00001,059,02020,00,001,16,1.0
WP-059-12780-00001,059,12780,00,001,17,1.0
WP-071-05860-00001,071,05860,00,001,38,1.0
WP-071-19140-00001,071,19140,00,001,38,1.0
WP-073-21680-00001,073,21680,00,001,34,1.0
WP-075-66440-00001,075,66440,00,001,17,1.0
WP-085-14880-00001,085,14880,00,001,34,1.0
WP-085-25260-00005,085,25260,00,005,33,1.0
WP-085-71680-00015,085,71680,00,015,33,1.0
WP-063-40020-00001,063,40020,00,001,25,1.0
WP-063-82140-00001,063,82140,00,001,25,1.0
WP-063-50360-00001,063,50360,00,001,25,1.0
WP-063-73040-00001,063,73040,00,001,25,1.0
WP-065-47180-00001,065,47180,00,001,21,1.0
WP-065-60800-00001,065,60800,00,001,21,1.0
WP-065-86520-00001,065,86520,00,001,28,1.0
WP-053-07960-00001,053,07960,00,001,38,1.0
WP-053-26340-00001,053,26340,00,001,38,1.0
WP-053-51560-00001,053,51560,00,001,38,1.0
WP-053-84380-00001,053,84380,00,001,38,1.0
WP-055-28020-00001,055,28020,00,001,37,1.0
WP-057-25120-00001,057,25120,00,001,34,1.0
WP-063-87960-00001,063,87960,00,001,25,1.0
WP-067-19720-00001,067,19720,00,001,33,1.0
WP-069-34280-00001,069,34280,00,001,36,1.0
WP-009-37500-00001,009,37500,00,001,37,1.0
WP-011-03360-00001,011,03360,00,001,36,1.0
WP-011-16240-00001,011,16240,00,001,36,1.0
WP-011-76140-00001,011,76140,00,001,36,1.0
WP-013-03660-00001,013,03660,00,001,38,1.0
WP-013-45560-00001,013,45560,00,001,38,1.0
WP-091-22820-00001,091,22820,00,001,16,1.0
WP-095-17480-00001,095,17480,00,001,38,1.0
WP-097-50280-00001,097,50280,00,001,37,1.0
WP-059-55640-00001,059,55640,00,001,16,1.0
WP-059-67120-00001,059,67120,00,001,16,1.0
WP-057-72580-00001,057,72580,00,001,34,1.0
WP-059-01320-00001,059,01320,00,001,17,1.0
WP-059-47980-00001,059,47980,00,001,17,1.0
WP-059-71980-00001,059,71980,00,001,17,1.0
WP-059-86540-00001,059,86540,00,001,16,1.0
WP-069-78100-00001,069,78100,00,001,36,1.0
WP-073-11140-00001,073,11140,00,001,34,1.0
WP-015-41860-00001,015,41860,00,001,18,1.0
WP-019-64760-00001,019,64760,00,001,32,1.0
WP-021-15480-00001,021,15480,00,001,17,1.0
WP-097-51880-00001,097,51880,00,001,37,1.0
WP-101-03320-00001,101,03320,00,001,32,1.0
WP-101-16380-00001,101,16380,00,001,36,1.0
WP-103-79780-00001,103,79780,00,001,38,1.0
WP-061-25660-00001,061,25660,00,001,38,1.0
WP-063-10940-00001,063,10940,00,001,25,1.0
WP-063-27120-00001,063,27120,00,001,25,1.0
WP-063-60520-00001,063,60520,00,001,25,1.0
WP-067-40880-00001,067,40880,00,001,33,1.0
WP-059-88300-00001,059,88300,00,001,16,1.0
WP-061-00320-00001,061,00320,00,001,38,1.0
WP-061-71840-00001,061,71840,00,001,38,1.0
WP-073-32200-00001,073,32200,00,001,34,1.0
WP-073-59360-00001,073,59360,00,001,34,1.0
WP-073-82000-00001,073,82000,00,001,34,1.0
WP-075-79980-00001,075,79980,00,001,14,1.0
WP-105-77220-00001,105,77220,00,001,32,1.0
WP-111-65740-00001,111,65740,00,001,34,1.0
WP-117-07200-00001,117,07200,00,001,33,1.0
WP-117-19920-00001,117,19920,00,001,33,1.0
WP-117-38840-00001,117,38840,00,001,33,1.0
WP-063-09060-00001,063,09060,00,001,25,1.0
WP-063-13780-00001,063,13780,00,001,25,1.0
WP-063-14600-00001,063,14600,00,001,25,1.0
WP-063-39960-00001,063,39960,00,001,25,1.0
WP-063-47640-00001,063,47640,00,001,25,1.0
WP-021-84500-00001,021,84500,00,001,20,1.0
WP-023-01120-00001,023,01120,00,001,17,1.0
WP-023-57860-00001,023,57860,00,001,17,1.0
WP-025-01000-00001,025,01000,00,001,17,1.0
WP-067-58720-00001,067,58720,00,001,33,1.0
WP-069-00760-00001,069,00760,00,001,36,1.0
WP-075-84300-00001,075,84300,00,001,14,1.0
WP-079-16340-00001,079,16340,00,001,36,1.0
WP-079-26860-00001,079,26860,00,001,36,1.0
WP-117-55140-00001,117,55140,00,001,33,1.0
WP-119-10660-00001,119,10660,00,001,36,1.0
WP-121-55440-00001,121,55440,00,001,33,1.0
WP-063-65180-00001,063,65180,00,001,25,1.0
WP-063-65700-00001,063,65700,00,001,25,1.0
WP-067-12840-00001,067,12840,00,001,18,1.0
WP-071-19150-00001,071,19150,00,001,38,1.0
WP-075-75880-00001,075,75880,00,001,17,1.0
WP-077-14720-00001,077,14720,00,001,19,1.0
WP-027-52140-00001,027,52140,00,001,17,1.0
WP-027-65300-00001,027,65300,00,001,17,1.0
WP-029-14560-00003,029,14560,00,003,37,1.0
WP-079-75720-00001,079,75720,00,001,36,1.0
WP-081-09780-00001,081,09780,00,001,18,1.0
WP-083-01520-00001,083,01520,00,001,38,1.0
WP-069-67960-00001,069,67960,00,001,36,1.0
WP-071-13860-00001,071,13860,00,001,38,1.0
WP-073-30680-00001,073,30680,00,001,34,1.0
WP-073-73200-00001,073,73200,00,001,34,1.0
WP-123-33000-00001,123,33000,00,001,33,1.0
WP-123-53160-00001,123,53160,00,001,33,1.0
WP-123-80680-00001,123,80680,00,001,33,1.0
WP-077-16460-00001,077,16460,00,001,18,1.0
WP-029-24020-00021,029,24020,00,021,37,1.0
WP-029-52880-00010,029,52880,00,010,37,1.0
WP-031-84760-00001,031,84760,00,001,37,1.0
WP-033-21770-00001,033,21770,00,001,37,1.0
WP-033-77540-00001,033,77540,00,001,38,1.0
WP-045-42220-00001,045,42220,00,001,21,1.0
WP-047-08980-00001,047,08980,00,001,37,1.0
WP-047-84840-00001,047,84840,00,001,37,1.0
WP-089-16400-00001,089,16400,00,001,37,1.0
WP-089-42320-00001,089,42320,00,001,37,1.0
WP-089-46820-00001,089,46820,00,001,37,1.0
WP-091-60260-00001,091,60260,00,001,16,1.0
WP-077-62340-00001,077,62340,00,001,19,1.0
WP-123-86680-00001,123,86680,00,001,33,1.0
WP-059-88780-00001,059,88780,00,001,16,1.0
WP-085-44320-00007,085,44320,00,007,33,1.0
WP-085-63120-00010,085,63120,00,010,33,1.0
WP-063-04740-00001,063,04740,00,001,25,1.0
WP-063-08420-00001,063,08420,00,001,25,1.0
WP-063-36460-00001,063,36460,00,001,25,1.0
WP-131-35960-00001,131,35960,00,001,38,1.0
WP-133-38100-00001,133,38100,00,001,34,1.0
WP-105-82360-00001,105,82360,00,001,32,1.0
WP-107-04380-00001,107,04380,00,001,34,1.0
WP-097-16060-00001,097,16060,00,001,37,1.0
WP-097-39760-00001,097,39760,00,001,38,1.0
WP-101-51000-00001,101,51000,00,001,36,1.0
WP-085-89040-00019,085,89040,00,019,34,1.0
WP-091-21200-00001,091,21200,00,001,16,1.0
WP-091-50520-00001,091,50520,00,001,15,1.0
WP-091-68540-00001,091,68540,00,001,16,1.0
WP-091-72440-00001,091,72440,00,001,16,1.0
WP-063-44300-00001,063,44300,00,001,25,1.0
WP-063-73880-00001,063,73880,00,001,25,1.0
WP-065-11640-00001,065,11640,00,001,21,1.0
WP-065-40640-00001,065,40640,00,001,21,1.0
WP-107-21240-00001,107,21240,00,001,34,1.0
WP-107-34340-00001,107,34340,00,001,34,1.0
WP-109-27300-00001,109,27300,00,001,38,1.0
WP-101-75680-00001,101,75680,00,001,32,1.0
WP-105-30620-00001,105,30620,00,001,32,1.0
WP-097-57640-00001,097,57640,00,001,38,1.0
WP-101-11160-00001,101,11160,00,001,32,1.0
WP-101-28040-00001,101,28040,00,001,32,1.0
WP-101-51580-00001,101,51580,00,001,36,1.0
WP-067-07700-00001,067,07700,00,001,33,1.0
WP-069-04300-00001,069,04300,00,001,36,1.0
WP-069-78140-00001,069,78140,00,001,36,1.0
WP-109-44360-00001,109,44360,00,001,38,1.0
WP-111-84020-00001,111,84020,00,001,34,1.0
WP-113-12200-00001,113,12200,00,001,36,1.0
WP-113-12440-00001,113,12440,00,001,36,1.0
WP-133-51680-00001,133,51680,00,001,34,1.0
WP-137-15280-00001,137,15280,00,001,36,1.0
WP-073-17060-00001,073,17060,00,001,34,1.0
WP-079-60540-00001,079,60540,00,001,36,1.0
WP-081-14200-00001,081,14200,00,001,33,1.0
WP-081-75560-00001,081,75560,00,001,33,1.0
WP-107-38540-00001,107,38540,00,001,34,1.0
WP-107-86560-00001,107,86560,00,001,34,1.0
WP-109-36760-00001,109,36760,00,001,38,1.0
WP-109-40600-00001,109,40600,00,001,38,1.0
WP-113-38620-00001,113,38620,00,001,36,1.0
WP-113-49980-00001,113,49980,00,001,36,1.0
WP-105-49140-00001,105,49140,00,001,32,1.0
WP-107-54020-00001,107,54020,00,001,34,1.0
WP-109-14240-00001,109,14240,00,001,38,1.0
WP-109-33160-00001,109,33160,00,001,38,1.0
WP-071-76080-00001,071,76080,00,001,38,1.0
WP-073-41160-00001,073,41160,00,001,34,1.0
WP-079-06440-00001,079,06440,00,001,36,1.0
WP-079-09320-00001,079,09320,00,001,36,1.0
WP-079-09440-00001,079,09440,00,001,36,1.0
WP-137-18320-00001,137,18320,00,001,36,1.0
WP-141-60160-00001,141,60160,00,001,36,1.0
WP-085-24800-00004,085,24800,00,004,33,1.0
WP-085-77740-00016,085,77740,00,016,33,1.0
WP-115-63800-00001,115,63800,00,001,16,1.0
WP-117-09040-00001,117,09040,00,001,33,1.0
WP-117-27180-00001,117,27180,00,001,33,1.0
WP-117-27900-00001,117,27900,00,001,33,1.0
WP-113-15900-00001,113,15900,00,001,36,1.0
WP-113-68280-00001,113,68280,00,001,36,1.0
WP-113-85560-00001,113,85560,00,001,36,1.0
WP-109-52860-00001,109,52860,00,001,38,1.0
WP-111-31820-00001,111,31820,00,001,34,1.0
WP-083-73220-00001,083,73220,00,001,38,1.0
WP-087-03280-00001,087,03280,00,001,26,1.0
WP-087-11900-00001,087,11900,00,001,26,1.0
WP-087-58090-00001,087,58090,00,001,26,1.0
WP-117-14000-00001,117,14000,00,001,33,1.0
WP-117-22760-00001,117,22760,00,001,33,1.0
WP-117-64040-00001,117,64040,00,001,33,1.0
WP-117-76220-00001,117,76220,00,001,33,1.0
WP-119-38400-00001,119,38400,00,001,36,1.0
WP-087-11840-00001,087,11840,00,001,26,1.0
WP-087-32960-00001,087,32960,00,001,26,1.0
WP-087-68160-00001,087,68160,00,001,26,1.0
WP-089-14340-00001,089,14340,00,001,37,1.0
WP-145-41480-00001,145,41480,00,001,26,1.0
WP-145-51060-00001,145,51060,00,001,26,1.0
WP-147-35220-00001,147,35220,00,001,25,1.0
WP-149-11940-00001,149,11940,00,001,17,1.0
WP-119-70380-00001,119,70380,00,001,36,1.0
WP-121-13840-00001,121,13840,00,001,33,1.0
WP-121-38820-00001,121,38820,00,001,32,1.0
WP-035-30900-00001,035,30900,00,001,34,1.0
WP-035-36140-00001,035,36140,00,001,34,1.0
WP-037-19620-00001,037,19620,00,001,28,1.0
WP-037-61880-00001,037,61880,00,001,28,1.0
WP-119-82420-00001,119,82420,00,001,36,1.0
WP-123-73120-00001,123,73120,00,001,33,1.0
WP-111-34860-00001,111,34860,00,001,34,1.0
WP-111-41560-00001,111,41560,00,001,34,1.0
WP-111-47680-00001,111,47680,00,001,35,1.0
WP-091-69340-00001,091,69340,00,001,16,1.0
